Timestamp,Power (w/kg),Form Power (w/kg),Air Power (w/kg),Watch Speed (m/s),Stryd Speed (m/s),Watch Distance (meters),Stryd Distance (meters),Stiffness,Stiffness/kg,Ground Time (ms),Cadence (spm),Vertical Oscillation (cm),Watch Elevation (m),Stryd Elevation (m)
1696561245,2.9726027397260273,0.9178082191780822,0.0136986301369863,2.82813,2.82813,53,53,14.75,0.20205479452054795,222,178,7,40.91,40.91
1696561246,2.9726027397260273,0.9178082191780822,0.0136986301369863,2.82813,2.82813,53,53,14.75,0.20205479452054795,222,178,7,40.91,40.91
1696561247,2.9726027397260273,0.9178082191780822,0.0136986301369863,2.82813,2.82813,53,53,14.75,0.20205479452054795,222,178,7,40.91,40.91
1696561248,2.9726027397260273,0.9178082191780822,0.0136986301369863,2.82813,2.82813,53,53,14.75,0.20205479452054795,222,178,7,40.91,40.91
1696561249,3.1232876712328768,0.9178082191780822,0.0410958904109589,2.73047,2.73047,68,68,14.125,0.1934931506849315,232,178,6.8,41.12,41.12
1696561250,3.1506849315068495,0.9178082191780822,0.0410958904109589,2.73438,2.73438,69,69,14.375,0.1969178082191781,230,180,6.7,41.16,41.16
1696561251,3.164383561643836,0.9178082191780822,0.0410958904109589,2.73047,2.73047,71,71,14.25,0.1952054794520548,232,180,6.7,41.22,41.22
1696561252,3.232876712328767,0.9315068493150684,0.0273972602739726,2.71094,2.71094,75,75,14.25,0.1952054794520548,232,178,6.9,41.35,41.35
1696561253,3.232876712328767,0.9452054794520548,0.0273972602739726,2.6875,2.6875,77,77,14.125,0.1934931506849315,234,178,6.9,41.43,41.43
1696561254,3.315068493150685,0.9315068493150684,0.0273972602739726,2.68359,2.68359,80,80,14,0.1917808219178082,236,178,6.9,41.56,41.56
1696561255,3.328767123287671,0.9452054794520548,0.0410958904109589,2.69531,2.69531,82,82,14.125,0.1934931506849315,234,178,6.9,41.61,41.61
1696561256,3.2739726027397262,0.9452054794520548,0.0410958904109589,2.70703,2.70703,86,86,14.375,0.1969178082191781,230,176,7,41.71,41.71
1696561257,3.219178082191781,0.9452054794520548,0.0273972602739726,2.71484,2.71484,88,88,14.25,0.1952054794520548,232,176,7.1,41.75,41.75
1696561258,3.136986301369863,0.9452054794520548,0.0273972602739726,2.72266,2.72266,92,92,14.5,0.19863013698630136,230,176,7.1,41.79,41.79
1696561259,3.0547945205479454,0.9452054794520548,0.0410958904109589,2.71484,2.71484,93,93,14.625,0.20034246575342465,228,176,7.1,41.79,41.79
1696561260,3.0273972602739727,0.9452054794520548,0.0410958904109589,2.73047,2.73047,97,97,14.5,0.19863013698630136,230,176,7.1,41.83,41.83
1696561261,2.9863013698630136,0.9452054794520548,0.0410958904109589,2.73438,2.73438,99,99,14.625,0.20034246575342465,228,176,7.2,41.84,41.84
1696561262,2.9452054794520546,0.9452054794520548,0.0273972602739726,2.75,2.75,103,103,14.375,0.1969178082191781,230,178,7.1,41.84,41.84
1696561263,2.958904109589041,0.9452054794520548,0.0410958904109589,2.74219,2.74219,105,105,14.375,0.1969178082191781,230,178,7,41.83,41.83
1696561264,2.9178082191780823,0.9452054794520548,0.0410958904109589,2.69141,2.69141,108,108,14.25,0.1952054794520548,234,176,7,41.81,41.81
1696561265,2.904109589041096,0.9452054794520548,0.0410958904109589,2.67969,2.67969,110,110,14.25,0.1952054794520548,234,176,7,41.78,41.78
1696561266,2.8904109589041096,0.9315068493150684,0.0410958904109589,2.67969,2.67969,113,113,14.125,0.1934931506849315,236,176,7,41.72,41.72
1696561267,2.8767123287671232,0.9315068493150684,0.0410958904109589,2.69141,2.69141,115,115,14.25,0.1952054794520548,234,176,7,41.69,41.69
1696561268,2.8493150684931505,0.9315068493150684,0.0410958904109589,2.6875,2.6875,119,119,14.375,0.1969178082191781,234,176,7,41.62,41.62
1696561269,2.8493150684931505,0.9315068493150684,0.0410958904109589,2.70703,2.70703,121,121,14.375,0.1969178082191781,232,176,7,41.57,41.57
1696561270,2.863013698630137,0.9315068493150684,0.0410958904109589,2.72656,2.72656,123,123,14.5,0.19863013698630136,230,176,7.1,41.53,41.53
1696561271,2.8767123287671232,0.9315068493150684,0.0410958904109589,2.78516,2.78516,127,127,14.625,0.20034246575342465,226,178,7.1,41.47,41.47
1696561272,2.863013698630137,0.9315068493150684,0.0410958904109589,2.79688,2.79688,129,129,14.625,0.20034246575342465,226,178,7.1,41.44,41.44
1696561273,2.8767123287671232,0.9315068493150684,0.0410958904109589,2.82813,2.82813,132,132,14.75,0.20205479452054795,224,178,7.1,41.35,41.35
1696561274,2.863013698630137,0.9315068493150684,0.0410958904109589,2.82813,2.82813,134,134,14.75,0.20205479452054795,224,180,7.1,41.3,41.3
1696561275,2.8493150684931505,0.9315068493150684,0.0273972602739726,2.81641,2.81641,138,138,14.875,0.20376712328767124,224,178,7.1,41.22,41.22
1696561276,2.835616438356164,0.9315068493150684,0.0273972602739726,2.79297,2.79297,140,140,14.875,0.20376712328767124,224,178,7.1,41.16,41.16
1696561277,2.8219178082191783,0.9315068493150684,0.0273972602739726,2.76563,2.76563,144,144,14.625,0.20034246575342465,226,178,7,41.04,41.04
1696561278,2.808219178082192,0.9178082191780822,0.0273972602739726,2.74219,2.74219,145,145,14.625,0.20034246575342465,228,178,7,40.99,40.99
1696561279,2.835616438356164,0.9178082191780822,0.0273972602739726,2.72266,2.72266,149,149,14.625,0.20034246575342465,230,178,7.1,40.91,40.91
1696561280,2.835616438356164,0.9178082191780822,0.0273972602739726,2.73828,2.73828,151,151,14.375,0.1969178082191781,230,178,6.9,40.88,40.88
1696561281,2.835616438356164,0.9178082191780822,0.0273972602739726,2.70313,2.70313,154,154,14.375,0.1969178082191781,232,178,6.9,40.85,40.85
1696561282,2.8219178082191783,0.9041095890410958,0.0273972602739726,2.69922,2.69922,156,156,14.25,0.1952054794520548,234,178,6.8,40.85,40.85
1696561283,2.8219178082191783,0.9041095890410958,0.0273972602739726,2.70703,2.70703,160,160,14.375,0.1969178082191781,232,178,6.9,40.84,40.84
1696561284,2.808219178082192,0.9178082191780822,0.0273972602739726,2.6875,2.6875,162,162,14.375,0.1969178082191781,232,178,7,40.84,40.84
1696561285,2.7534246575342465,0.9178082191780822,0.0273972602739726,2.66016,2.66016,165,165,14.625,0.20034246575342465,232,176,7.1,40.8,40.8
1696561286,2.7260273972602738,0.9178082191780822,0.0410958904109589,2.64844,2.64844,167,167,14.625,0.20034246575342465,232,178,6.9,40.78,40.78
1696561287,2.684931506849315,0.9178082191780822,0.0410958904109589,2.65234,2.65234,171,171,14.625,0.20034246575342465,232,178,6.9,40.68,40.68
1696561288,2.6575342465753424,0.9178082191780822,0.0410958904109589,2.66406,2.66406,172,172,14.75,0.20205479452054795,232,178,6.9,40.63,40.63
1696561289,2.643835616438356,0.9178082191780822,0.0410958904109589,2.69922,2.69922,176,176,14.875,0.20376712328767124,228,178,6.9,40.49,40.49
1696561290,2.6301369863013697,0.9178082191780822,0.0410958904109589,2.70703,2.70703,178,178,14.75,0.20205479452054795,228,178,6.9,40.42,40.42
1696561291,2.6575342465753424,0.9178082191780822,0.0410958904109589,2.77734,2.77734,182,182,14.875,0.20376712328767124,224,180,6.8,40.23,40.23
1696561292,2.671232876712329,0.9178082191780822,0.0410958904109589,2.78906,2.78906,184,184,15,0.2054794520547945,222,180,6.9,40.15,40.15
1696561293,2.7260273972602738,0.9315068493150684,0.0410958904109589,2.82031,2.82031,187,187,15,0.2054794520547945,222,180,6.9,39.99,39.99
1696561294,2.7260273972602738,0.9315068493150684,0.0273972602739726,2.82422,2.82422,189,189,14.875,0.20376712328767124,222,182,6.9,39.92,39.92
1696561295,2.73972602739726,0.9178082191780822,0.0273972602739726,2.80859,2.80859,193,193,14.75,0.20205479452054795,224,180,6.8,39.82,39.82
1696561296,2.7534246575342465,0.9178082191780822,0.0273972602739726,2.80469,2.80469,195,195,14.75,0.20205479452054795,224,180,6.8,39.78,39.78
1696561297,2.767123287671233,0.9178082191780822,0.0273972602739726,2.77734,2.77734,198,198,14.75,0.20205479452054795,226,180,6.8,39.71,39.71
1696561298,2.7945205479452055,0.9178082191780822,0.0273972602739726,2.77344,2.77344,200,200,14.75,0.20205479452054795,226,180,6.8,39.68,39.68
1696561299,2.7945205479452055,0.9041095890410958,0.0273972602739726,2.76563,2.76563,204,204,14.625,0.20034246575342465,226,180,6.7,39.64,39.64
1696561300,2.808219178082192,0.9178082191780822,0.0273972602739726,2.76172,2.76172,206,206,14.625,0.20034246575342465,228,180,6.8,39.62,39.62
1696561301,2.8219178082191783,0.9178082191780822,0.0273972602739726,2.76172,2.76172,210,210,14.875,0.20376712328767124,226,180,6.8,39.6,39.6
1696561302,2.835616438356164,0.9178082191780822,0.0273972602739726,2.76953,2.76953,211,211,14.75,0.20205479452054795,226,182,6.7,39.6,39.6
1696561303,2.8493150684931505,0.9178082191780822,0.0273972602739726,2.77344,2.77344,215,215,14.875,0.20376712328767124,226,182,6.8,39.63,39.63
1696561304,2.8219178082191783,0.9178082191780822,0.0136986301369863,2.77344,2.77344,217,217,14.625,0.20034246575342465,226,182,6.7,39.64,39.64
1696561305,2.808219178082192,0.9178082191780822,0.0136986301369863,2.76172,2.76172,221,221,14.75,0.20205479452054795,226,180,6.7,39.64,39.64
1696561306,2.808219178082192,0.9178082191780822,0.0136986301369863,2.75,2.75,222,222,14.625,0.20034246575342465,228,180,6.7,39.64,39.64
1696561307,2.7945205479452055,0.9041095890410958,0.0136986301369863,2.73828,2.73828,226,226,14.625,0.20034246575342465,228,180,6.7,39.59,39.59
1696561308,2.780821917808219,0.9041095890410958,0.0136986301369863,2.73438,2.73438,228,228,14.5,0.19863013698630136,230,180,6.7,39.55,39.55
1696561309,2.780821917808219,0.9041095890410958,0.0136986301369863,2.71875,2.71875,231,231,14.5,0.19863013698630136,230,180,6.6,39.48,39.48
1696561310,2.808219178082192,0.8904109589041096,0.0273972602739726,2.73047,2.73047,233,233,14.375,0.1969178082191781,230,182,6.5,39.46,39.46
1696561311,2.863013698630137,0.8904109589041096,0.0273972602739726,2.75,2.75,237,237,14.5,0.19863013698630136,228,182,6.5,39.44,39.44
1696561312,2.863013698630137,0.8767123287671232,0.0273972602739726,2.75781,2.75781,239,239,14.5,0.19863013698630136,228,182,6.5,39.44,39.44
1696561313,2.8904109589041096,0.8767123287671232,0.0273972602739726,2.76563,2.76563,242,242,14.625,0.20034246575342465,228,182,6.5,39.49,39.49
1696561314,2.9178082191780823,0.8767123287671232,0.0273972602739726,2.76953,2.76953,244,244,14.625,0.20034246575342465,228,182,6.5,39.52,39.52
1696561315,2.9315068493150687,0.8767123287671232,0.0410958904109589,2.76172,2.76172,248,248,14.625,0.20034246575342465,228,182,6.7,39.55,39.55
1696561316,2.9452054794520546,0.8767123287671232,0.0410958904109589,2.78125,2.78125,250,250,14.625,0.20034246575342465,228,182,6.6,39.55,39.55
1696561317,2.9726027397260273,0.8904109589041096,0.0410958904109589,2.77734,2.77734,253,253,14.625,0.20034246575342465,228,182,6.7,39.54,39.54
1696561318,2.9315068493150687,0.8767123287671232,0.0273972602739726,2.77734,2.77734,255,255,14.375,0.1969178082191781,228,182,6.6,39.52,39.52
1696561319,2.9452054794520546,0.8904109589041096,0.0410958904109589,2.78125,2.78125,259,259,14.375,0.1969178082191781,228,180,6.7,39.49,39.49
1696561320,2.9178082191780823,0.8904109589041096,0.0273972602739726,2.77344,2.77344,261,261,14.5,0.19863013698630136,228,180,6.8,39.48,39.48
1696561321,2.9315068493150687,0.9041095890410958,0.0273972602739726,2.77344,2.77344,265,265,14.375,0.1969178082191781,228,180,6.8,39.45,39.45
1696561322,2.9315068493150687,0.9041095890410958,0.0273972602739726,2.77734,2.77734,266,266,14.5,0.19863013698630136,228,180,6.8,39.45,39.45
1696561323,2.9315068493150687,0.9041095890410958,0.0273972602739726,2.76953,2.76953,270,270,14.625,0.20034246575342465,226,180,6.8,39.45,39.45
1696561324,2.9178082191780823,0.9041095890410958,0.0273972602739726,2.76563,2.76563,272,272,14.625,0.20034246575342465,226,180,6.8,39.44,39.44
1696561325,2.8904109589041096,0.9041095890410958,0.0273972602739726,2.74609,2.74609,275,275,14.5,0.19863013698630136,228,180,6.7,39.42,39.42
1696561326,2.8904109589041096,0.9041095890410958,0.0273972602739726,2.73828,2.73828,277,277,14.375,0.1969178082191781,230,180,6.7,39.41,39.41
1696561327,2.863013698630137,0.9041095890410958,0.0273972602739726,2.71484,2.71484,281,281,14.375,0.1969178082191781,230,180,6.7,39.42,39.42
1696561328,2.863013698630137,0.9041095890410958,0.0273972602739726,2.70313,2.70313,283,283,14.375,0.1969178082191781,232,180,6.7,39.42,39.42
1696561329,2.863013698630137,0.8904109589041096,0.0273972602739726,2.71484,2.71484,286,286,14.25,0.1952054794520548,232,180,6.6,39.42,39.42
1696561330,2.8493150684931505,0.8904109589041096,0.0273972602739726,2.70313,2.70313,288,288,14.25,0.1952054794520548,232,180,6.7,39.41,39.41
1696561331,2.8493150684931505,0.9041095890410958,0.0273972602739726,2.69531,2.69531,292,292,14.375,0.1969178082191781,232,180,6.8,39.42,39.42
1696561332,2.835616438356164,0.9041095890410958,0.0273972602739726,2.6875,2.6875,293,293,14.5,0.19863013698630136,232,180,6.8,39.42,39.42
1696561333,2.808219178082192,0.8904109589041096,0.0136986301369863,2.69531,2.69531,297,297,14.25,0.1952054794520548,232,180,6.5,39.43,39.43
1696561334,2.808219178082192,0.8904109589041096,0.0136986301369863,2.69141,2.69141,299,299,14.25,0.1952054794520548,232,180,6.6,39.43,39.43
1696561335,2.8219178082191783,0.8767123287671232,0.0136986301369863,2.69922,2.69922,302,302,14.125,0.1934931506849315,234,182,6.3,39.42,39.42
1696561336,2.7945205479452055,0.8767123287671232,0.0136986301369863,2.67188,2.67188,304,304,14.125,0.1934931506849315,234,180,6.6,39.42,39.42
1696561337,2.7945205479452055,0.8904109589041096,0.0136986301369863,2.66016,2.66016,308,308,14.25,0.1952054794520548,234,180,6.5,39.4,39.4
1696561338,2.8219178082191783,0.8767123287671232,0.0273972602739726,2.66797,2.66797,309,309,14.125,0.1934931506849315,236,182,6.4,39.4,39.4
1696561339,2.808219178082192,0.8767123287671232,0.0136986301369863,2.64844,2.64844,313,313,14,0.1917808219178082,238,180,6.6,39.4,39.4
1696561340,2.835616438356164,0.8767123287671232,0.0273972602739726,2.66016,2.66016,315,315,14.125,0.1934931506849315,236,180,6.6,39.41,39.41
1696561341,2.8493150684931505,0.8904109589041096,0.0273972602739726,2.65234,2.65234,318,318,14.125,0.1934931506849315,236,180,6.5,39.43,39.43
1696561342,2.808219178082192,0.8904109589041096,0.0273972602739726,2.62891,2.62891,320,320,14.125,0.1934931506849315,236,180,6.6,39.44,39.44
1696561343,2.835616438356164,0.8904109589041096,0.0410958904109589,2.64844,2.64844,323,323,13.875,0.19006849315068494,238,180,6.4,39.45,39.45
1696561344,2.808219178082192,0.8904109589041096,0.0410958904109589,2.63672,2.63672,327,327,14,0.1917808219178082,238,180,6.5,39.44,39.44
1696561345,2.7945205479452055,0.8767123287671232,0.0410958904109589,2.64063,2.64063,329,329,14.125,0.1934931506849315,238,182,6.4,39.43,39.43
1696561346,2.7945205479452055,0.8767123287671232,0.0410958904109589,2.64063,2.64063,330,330,14.125,0.1934931506849315,238,182,6.3,39.4,39.4
1696561347,2.780821917808219,0.8904109589041096,0.0547945205479452,2.62891,2.62891,334,334,14.125,0.1934931506849315,238,182,6.4,39.31,39.31
1696561348,2.780821917808219,0.8904109589041096,0.0547945205479452,2.63672,2.63672,337,337,14.25,0.1952054794520548,236,182,6.4,39.22,39.22
1696561349,2.780821917808219,0.8904109589041096,0.0547945205479452,2.64453,2.64453,339,339,14.25,0.1952054794520548,236,182,6.4,39.18,39.18
1696561350,2.7534246575342465,0.8904109589041096,0.0547945205479452,2.63672,2.63672,343,343,14.375,0.1969178082191781,236,180,6.4,39.13,39.13
1696561351,2.73972602739726,0.8904109589041096,0.0410958904109589,2.63672,2.63672,344,344,14.5,0.19863013698630136,234,180,6.5,39.12,39.12
1696561352,2.7534246575342465,0.8904109589041096,0.0410958904109589,2.66797,2.66797,348,348,14.5,0.19863013698630136,234,182,6.5,39.11,39.11
1696561353,2.7534246575342465,0.8767123287671232,0.0410958904109589,2.67578,2.67578,350,350,14.375,0.1969178082191781,234,182,6.4,39.1,39.1
1696561354,2.73972602739726,0.8767123287671232,0.0273972602739726,2.67578,2.67578,353,353,14.25,0.1952054794520548,234,182,6.5,39.09,39.09
1696561355,2.767123287671233,0.8767123287671232,0.0273972602739726,2.67969,2.67969,355,355,14.375,0.1969178082191781,234,182,6.5,39.09,39.09
1696561356,2.780821917808219,0.863013698630137,0.0273972602739726,2.67969,2.67969,359,359,14.625,0.20034246575342465,232,182,6.6,39.09,39.09
1696561357,2.7945205479452055,0.863013698630137,0.0273972602739726,2.67578,2.67578,360,360,14.625,0.20034246575342465,232,182,6.6,39.08,39.08
1696561358,2.835616438356164,0.863013698630137,0.0273972602739726,2.67188,2.67188,364,364,14.5,0.19863013698630136,234,182,6.5,39.08,39.08
1696561359,2.8493150684931505,0.863013698630137,0.0273972602739726,2.66406,2.66406,366,366,14.5,0.19863013698630136,234,182,6.5,39.09,39.09
1696561360,2.8767123287671232,0.8767123287671232,0.0273972602739726,2.66406,2.66406,369,369,14.625,0.20034246575342465,232,180,6.6,39.11,39.11
1696561361,2.904109589041096,0.8767123287671232,0.0273972602739726,2.65234,2.65234,371,371,14.625,0.20034246575342465,232,182,6.5,39.12,39.12
1696561397,2.287671232876712,0.821917808219178,0.0273972602739726,1.78516,1.78516,372,372,10.875,0.14897260273972604,508,146,7.1,39.11,39.11
1696561398,3.3835616438356166,0.9178082191780822,0.0821917808219178,2.52734,2.52734,376,376,12.875,0.17636986301369864,258,170,7,39.21,39.21
1696561399,3.3835616438356166,0.9178082191780822,0.0821917808219178,2.58203,2.58203,378,378,13.5,0.18493150684931506,248,172,7,39.23,39.23
1696561400,3.3013698630136985,0.9315068493150684,0.0821917808219178,2.6875,2.6875,382,382,14.25,0.1952054794520548,230,176,7,39.23,39.23
1696561401,3.3013698630136985,0.9315068493150684,0.0821917808219178,2.75781,2.75781,384,384,14.25,0.1952054794520548,230,178,7,39.23,39.23
1696561402,3.2465753424657535,0.9452054794520548,0.0684931506849315,2.79297,2.79297,388,388,14.625,0.20034246575342465,226,176,7.2,39.23,39.23
1696561403,3.2054794520547945,0.9452054794520548,0.0684931506849315,2.82031,2.82031,390,390,14.625,0.20034246575342465,226,178,7.2,39.22,39.22
1696561404,3.0821917808219177,0.9452054794520548,0.0547945205479452,2.83203,2.83203,393,393,14.875,0.20376712328767124,224,178,7.3,39.21,39.21
1696561405,3.0273972602739727,0.9452054794520548,0.0547945205479452,2.83984,2.83984,395,395,14.75,0.20205479452054795,224,178,7.3,39.2,39.2
1696561406,3.0547945205479454,0.9315068493150684,0.0547945205479452,2.89453,2.89453,399,399,14.625,0.20034246575342465,222,180,7.1,39.18,39.18
1696561407,3.041095890410959,0.9178082191780822,0.0547945205479452,2.91406,2.91406,401,401,14.875,0.20376712328767124,220,180,7.1,39.17,39.17
1696561408,3.0136986301369864,0.9178082191780822,0.0547945205479452,2.91797,2.91797,405,405,14.875,0.20376712328767124,220,180,7,39.12,39.12
1696561409,2.9863013698630136,0.9178082191780822,0.0547945205479452,2.91406,2.91406,407,407,14.875,0.20376712328767124,218,180,7.1,39.09,39.09
1696561410,2.9863013698630136,0.9178082191780822,0.0547945205479452,2.91797,2.91797,411,411,14.875,0.20376712328767124,220,180,7.1,39.03,39.03
1696561411,3,0.9178082191780822,0.0547945205479452,2.92188,2.92188,413,413,14.875,0.20376712328767124,218,180,7.1,38.99,38.99
1696561412,2.9726027397260273,0.9315068493150684,0.0547945205479452,2.89063,2.89063,417,417,15.125,0.2071917808219178,218,178,7.2,38.94,38.94
1696561413,2.9726027397260273,0.9315068493150684,0.0547945205479452,2.88281,2.88281,419,419,15,0.2054794520547945,220,178,7.1,38.92,38.92
1696561414,2.958904109589041,0.9315068493150684,0.0410958904109589,2.88281,2.88281,422,422,14.75,0.20205479452054795,220,178,7.1,38.87,38.87
1696561415,2.958904109589041,0.9315068493150684,0.0410958904109589,2.86328,2.86328,424,424,14.875,0.20376712328767124,220,178,7.1,38.84,38.84
1696561416,2.958904109589041,0.9315068493150684,0.0410958904109589,2.87109,2.87109,428,428,14.875,0.20376712328767124,220,178,7.1,38.77,38.77
1696561417,2.9726027397260273,0.9315068493150684,0.0410958904109589,2.875,2.875,430,430,15,0.2054794520547945,220,178,7.1,38.73,38.73
1696561418,2.9726027397260273,0.9315068493150684,0.0410958904109589,2.90234,2.90234,434,434,14.875,0.20376712328767124,220,180,7.1,38.64,38.64
1696561419,3,0.9315068493150684,0.0410958904109589,2.89844,2.89844,436,436,14.875,0.20376712328767124,220,178,7.2,38.62,38.62
1696561420,3,0.9315068493150684,0.0410958904109589,2.86719,2.86719,440,440,14.875,0.20376712328767124,220,178,7.2,38.62,38.62
1696561421,3,0.9315068493150684,0.0547945205479452,2.85547,2.85547,442,442,14.75,0.20205479452054795,222,178,7.1,38.62,38.62
1696561422,2.9452054794520546,0.9315068493150684,0.0547945205479452,2.82813,2.82813,445,445,14.75,0.20205479452054795,224,178,7.1,38.62,38.62
1696561423,2.9315068493150687,0.9315068493150684,0.0410958904109589,2.80469,2.80469,447,447,14.625,0.20034246575342465,226,178,7.1,38.63,38.63
1696561424,2.904109589041096,0.9315068493150684,0.0410958904109589,2.75781,2.75781,451,451,14.625,0.20034246575342465,228,178,7,38.66,38.66
1696561425,2.904109589041096,0.9315068493150684,0.0410958904109589,2.74219,2.74219,453,453,14.625,0.20034246575342465,228,178,7,38.67,38.67
1696561426,2.904109589041096,0.9315068493150684,0.0410958904109589,2.72656,2.72656,454,454,14.5,0.19863013698630136,230,178,6.9,38.67,38.67
1696561427,2.904109589041096,0.9315068493150684,0.0273972602739726,2.71094,2.71094,458,458,14.625,0.20034246575342465,228,178,6.9,38.72,38.72
1696561428,2.9178082191780823,0.9178082191780822,0.0273972602739726,2.71094,2.71094,460,460,14.625,0.20034246575342465,228,178,6.9,38.75,38.75
1696561429,2.9452054794520546,0.9178082191780822,0.0136986301369863,2.72266,2.72266,464,464,14.75,0.20205479452054795,228,180,6.9,38.81,38.81
1696561430,2.9726027397260273,0.9041095890410958,0.0136986301369863,2.74219,2.74219,467,467,14.5,0.19863013698630136,228,180,6.8,38.84,38.84
1696561431,2.9863013698630136,0.9041095890410958,0.0136986301369863,2.75781,2.75781,469,469,14.75,0.20205479452054795,226,180,6.8,38.86,38.86
1696561432,3.0136986301369864,0.8904109589041096,0.0136986301369863,2.78516,2.78516,473,473,14.625,0.20034246575342465,226,182,6.7,38.91,38.91
1696561433,3.0136986301369864,0.8904109589041096,0.0136986301369863,2.77344,2.77344,475,475,14.875,0.20376712328767124,226,180,6.8,38.93,38.93
1696561434,3,0.8904109589041096,0.0136986301369863,2.78516,2.78516,478,478,14.625,0.20034246575342465,226,182,6.7,38.98,38.98
1696561435,3,0.8904109589041096,0.0136986301369863,2.77344,2.77344,480,480,14.625,0.20034246575342465,226,180,6.7,39,39
1696561436,2.958904109589041,0.8904109589041096,0.0136986301369863,2.76563,2.76563,484,484,14.5,0.19863013698630136,228,180,6.8,39.06,39.06
1696561437,2.9452054794520546,0.8904109589041096,0.0136986301369863,2.77734,2.77734,486,486,14.375,0.1969178082191781,228,180,6.7,39.07,39.07
1696561438,2.9315068493150687,0.8904109589041096,0.0136986301369863,2.76953,2.76953,489,489,14.375,0.1969178082191781,228,180,6.7,39.07,39.07
1696561439,2.9178082191780823,0.8904109589041096,0.0136986301369863,2.76563,2.76563,491,491,14.5,0.19863013698630136,228,180,6.7,39.06,39.06
1696561440,2.904109589041096,0.8904109589041096,0.0136986301369863,2.78125,2.78125,495,495,14.375,0.1969178082191781,228,180,6.7,39.05,39.05
1696561441,2.9178082191780823,0.9041095890410958,0.0136986301369863,2.78516,2.78516,497,497,14.5,0.19863013698630136,228,180,6.8,39.05,39.05
1696561442,2.958904109589041,0.9041095890410958,0.0273972602739726,2.82031,2.82031,501,501,14.5,0.19863013698630136,224,180,6.7,39.04,39.04
1696561443,2.9726027397260273,0.9041095890410958,0.0273972602739726,2.82813,2.82813,503,503,14.5,0.19863013698630136,226,180,6.7,39.05,39.05
1696561444,3,0.9041095890410958,0.0410958904109589,2.83984,2.83984,507,507,14.625,0.20034246575342465,224,180,6.9,39.1,39.1
1696561445,3.0273972602739727,0.9041095890410958,0.0410958904109589,2.84766,2.84766,508,508,14.75,0.20205479452054795,222,180,6.9,39.11,39.11
